age	workclass	education	marital-status	occupation	relationship	race	sex	capital-net	hours-per-week	native-country	Class
medium	 Local-gov	lower	Married	 Protective-serv	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	higher	Married-separated	 Prof-specialty	 Not-in-family	 White	 Male	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	high	low	developed	 >50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	Married-separated	 Priv-house-serv	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Federal-gov	lower	Married-separated	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Federal-gov	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Federal-gov	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	higher	 Never-married	 Other-service	 Own-child	 Black	 Female	low	low	developed	 <=50K
mature	 State-gov	lower	Married-separated	 Exec-managerial	 Unmarried	 White	 Female	low	high	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 Black	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Wife	 White	 Female	high	low	developed	 >50K
mature	 Self-emp-not-inc	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	high	developed	 <=50K
young	 Private	higher	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
medium	 Private	higher	Married	 Prof-specialty	 Wife	 White	 Female	low	high	developed	 >50K
medium	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 Asian-Pac-Islander	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Federal-gov	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	higher	 Never-married	 Tech-support	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 Private	higher	Married-separated	 Exec-managerial	 Not-in-family	 White	 Female	low	high	developed	 >50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Other-relative	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	high	developed	 >50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 Black	 Male	low	low	developed	 >50K
mature	 Private	higher	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developing	 <=50K
mature	 Local-gov	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	low	developing	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 State-gov	higher	 Never-married	 Prof-specialty	 Own-child	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	high	developed	 >50K
young	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
medium	 ?	lower	Married-separated	 ?	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Self-emp-not-inc	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Transport-moving	 Wife	 Black	 Female	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Local-gov	lower	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	 Never-married	 Craft-repair	 Own-child	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Other-service	 Husband	 Other	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Handlers-cleaners	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Tech-support	 Own-child	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	Married	 Sales	 Own-child	 White	 Male	low	high	developed	 >50K
mature	 Private	higher	Married-separated	 Exec-managerial	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 ?	lower	Married-separated	 ?	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married-separated	 Sales	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 Black	 Female	low	high	developed	 >50K
mature	 Private	higher	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Self-emp-not-inc	higher	Married-separated	 Sales	 Not-in-family	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 ?	lower	Married	 ?	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Handlers-cleaners	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 Asian-Pac-Islander	 Male	low	low	developing	 >50K
medium	 Private	lower	Married-separated	 Machine-op-inspct	 Unmarried	 White	 Female	low	low	developing	 <=50K
mature	 Private	lower	Married-separated	 Machine-op-inspct	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Other-service	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	high	developing	 <=50K
mature	 Private	higher	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	 Never-married	 Tech-support	 Not-in-family	 White	 Male	high	high	developed	 >50K
young	 Local-gov	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Wife	 White	 Female	low	high	developed	 <=50K
medium	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	higher	Married	 Handlers-cleaners	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 Amer-Indian-Eskimo	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	 Never-married	 Farming-fishing	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 ?	higher	Married	 ?	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	higher	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Unmarried	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Local-gov	lower	Married	 Adm-clerical	 Wife	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Handlers-cleaners	 Husband	 Other	 Male	low	low	developing	 <=50K
mature	 Private	higher	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 ?	lower	Married	 ?	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Self-emp-not-inc	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Other-service	 Husband	 Asian-Pac-Islander	 Male	low	low	developing	 <=50K
mature	 ?	lower	Married-separated	 ?	 Unmarried	 Black	 Female	low	low	developed	 <=50K
mature	 Private	higher	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	low	developing	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	high	developed	 >50K
mature	 ?	lower	Married	 ?	 Wife	 White	 Female	low	low	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Handlers-cleaners	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	higher	Married-separated	 Prof-specialty	 Unmarried	 White	 Female	low	high	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 Self-emp-not-inc	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Sales	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Wife	 Asian-Pac-Islander	 Female	low	low	developing	 >50K
young	 Private	lower	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 >50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Craft-repair	 Other-relative	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Other-relative	 White	 Male	low	high	developing	 <=50K
medium	 Private	higher	Married	 Sales	 Wife	 Black	 Female	high	high	developed	 >50K
young	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married	 Handlers-cleaners	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Machine-op-inspct	 Husband	 Black	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married-separated	 Handlers-cleaners	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Other-service	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-inc	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	 Never-married	 Machine-op-inspct	 Unmarried	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
young	 Private	lower	Married	 Sales	 Wife	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Other-relative	 White	 Male	low	low	developing	 <=50K
medium	 Private	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	high	low	developed	 >50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Federal-gov	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Transport-moving	 Other-relative	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	 Never-married	 Craft-repair	 Own-child	 White	 Male	low	low	developing	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	high	developed	 <=50K
medium	 Self-emp-not-inc	lower	 Never-married	 Other-service	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Prof-specialty	 Not-in-family	 White	 Female	low	high	developed	 <=50K
medium	 ?	lower	Married-separated	 ?	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	Married-separated	 Craft-repair	 Own-child	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
young	 Private	higher	 Never-married	 Prof-specialty	 Own-child	 White	 Male	low	high	developed	 <=50K
mature	 ?	lower	Married-separated	 ?	 Unmarried	 Black	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Prof-specialty	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 State-gov	lower	Married	 Protective-serv	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Local-gov	lower	 Never-married	 Other-service	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 <=50K
